0.0,60,N
60.0,60,N
120.0,60,N
180.0,60,N
240.0,60,N
300.0,60,N
360.0,60,N
420.0,60,N
480.0,60,N
540.0,60,N
600.0,60,N
660.0,60,N
720.0,60,N
780.0,60,N
840.0,60,N
900.0,60,N
960.0,60,N
1020.0,60,N
1080.0,60,N
1140.0,60,N
1200.0,60,N
1260.0,60,N
1320.0,60,N
1380.0,60,N
1440.0,60,N
1500.0,60,N
1560.0,60,N
1620.0,60,N
1680.0,60,N
1740.0,60,N
1800.0,60,N
1860.0,60,N
1920.0,60,N
1980.0,60,N
2040.0,60,N
2100.0,60,N
2160.0,60,N
2220.0,60,N
2280.0,60,N
2340.0,60,N
2400.0,60,N
2460.0,60,N
2520.0,60,N
2580.0,60,N
2640.0,60,N
2700.0,60,N
2760.0,60,N
2820.0,60,N
2880.0,60,N
2940.0,60,N
3000.0,60,N
3060.0,60,N
3120.0,60,N
3180.0,60,N
3240.0,60,N
3300.0,60,N
3360.0,60,N
3420.0,60,N
3480.0,60,N
3540.0,60,N
3600.0,60,N
3660.0,60,N
3720.0,60,N
3780.0,60,N
3840.0,60,N
3900.0,60,N
3960.0,60,N
4020.0,60,N
4080.0,60,N
4140.0,60,N
4200.0,60,N
4260.0,60,A
4320.0,60,A
4380.0,60,A
4440.0,60,A
4500.0,60,A
4560.0,60,A
4620.0,60,A
4680.0,60,A
4740.0,60,A
4800.0,60,A
4860.0,60,A
4920.0,60,A
4980.0,60,A
5040.0,60,A
5100.0,60,A
5160.0,60,A
5220.0,60,N
5280.0,60,N
5340.0,60,A
5400.0,60,A
5460.0,60,A
5520.0,60,A
5580.0,60,A
5640.0,60,N
5700.0,60,N
5760.0,60,N
5820.0,60,N
5880.0,60,N
5940.0,60,N
6000.0,60,N
6060.0,60,N
6120.0,60,N
6180.0,60,N
6240.0,60,N
6300.0,60,N
6360.0,60,N
6420.0,60,N
6480.0,60,N
6540.0,60,N
6600.0,60,N
6660.0,60,N
6720.0,60,N
6780.0,60,N
